budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genre_names
3500159,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",455,22.054546,2002-04-11,76578641,112.0,Bend It Like Beckham,6.2,578,"['Comedy', 'Drama', 'Romance']"
0,"[{'id': 18, 'name': 'Drama'}]",57022,4.245123,2002-06-21,0,141.0,Sunshine State,6.0,10,['Drama']
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",147767,0.114342,2012-12-07,126,139.0,Khiladi 786,4.7,11,"['Action', 'Comedy']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",55567,0.305922,2010-07-16,531826,105.0,Standing Ovation,3.9,6,"['Comedy', 'Music', 'Family']"
5500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",9277,28.500913,1973-12-25,159616327,129.0,The Sting,7.9,622,"['Comedy', 'Crime', 'Drama']"
5500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",9443,10.439971,1981-05-15,58972904,123.0,Chariots of Fire,6.8,207,"['Drama', 'History']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16186,3.784535,2005-02-25,0,116.0,Diary of a Mad Black Woman,6.4,71,"['Comedy', 'Drama', 'Romance']"
0,"[{'id': 18, 'name': 'Drama'}]",7863,10.396305,1996-01-21,0,105.0,Shine,7.3,131,['Drama']
5500000,"[{'id': 37, 'name': 'Western'}]",11901,19.127239,1973-04-19,15700000,105.0,High Plains Drifter,7.4,278,['Western']
7000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1548,14.072941,2001-07-20,0,111.0,Ghost World,7.1,426,"['Comedy', 'Drama']"
5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4997,7.79068,2003-10-23,2466444,104.0,Wonderland,6.2,73,"['Crime', 'Drama', 'Mystery', 'Thriller']"
6500000,"[{'id': 18, 'name': 'Drama'}]",925,15.580335,1989-06-30,37295445,120.0,Do the Right Thing,7.6,292,['Drama']
2200000,"[{'id': 18, 'name': 'Drama'}]",7913,5.206967,2006-01-26,11502151,157.0,Rang De Basanti,7.2,97,['Drama']
5500000,"[{'id': 18, 'name': 'Drama'}]",230266,5.033065,2014-09-07,5000000,120.0,Miss Julie,5.9,45,['Drama']
5100000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",16633,5.934016,1980-10-02,0,103.0,Somewhere in Time,7.2,102,"['Science Fiction', 'Drama', 'Fantasy', 'Romance']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",63006,0.075817,2011-04-22,0,130.0,Dum Maaro Dum,5.4,7,"['Drama', 'Action', 'Crime', 'Foreign']"
5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",91586,48.375848,2013-09-12,0,106.0,Insidious: Chapter 2,6.5,1211,"['Horror', 'Thriller']"
15000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",333371,53.698683,2016-03-10,108286421,103.0,10 Cloverfield Lane,6.8,2468,"['Thriller', 'Science Fiction', 'Drama']"
5500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",211954,9.59729,2013-07-20,99067206,115.0,Instructions Not Included,7.5,205,"['Comedy', 'Drama']"
4100000,"[{'id': 18, 'name': 'Drama'}]",29912,4.028875,1953-09-16,36000000,135.0,The Robe,6.4,42,['Drama']
5000000,"[{'id': 35, 'name': 'Comedy'}]",11843,6.470766,1975-05-21,41833347,113.0,The Return of the Pink Panther,6.7,137,['Comedy']
8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",504,19.683187,2003-11-16,60378584,110.0,Monster,7.0,485,"['Crime', 'Drama']"
5000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",173,9.358197,1954-12-23,28200000,127.0,"20,000 Leagues Under the Sea",6.8,157,"['Adventure', 'Drama', 'Science Fiction']"
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1955,30.271066,1980-10-02,26010864,124.0,The Elephant Man,7.9,719,"['Drama', 'History']"
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",152532,59.454473,2013-09-07,55198285,117.0,Dallas Buyers Club,7.9,2886,"['Drama', 'History']"
9000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",77,60.715151,2000-10-11,39723096,113.0,Memento,8.1,4028,"['Mystery', 'Thriller']"
5000000,"[{'id': 27, 'name': 'Horror'}]",157547,35.871248,2013-09-08,44030246,104.0,Oculus,6.3,1050,['Horror']
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",71,20.428237,2000-05-18,110000000,110.0,Billy Elliot,7.4,750,"['Drama', 'Comedy', 'Music']"
4600000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",147773,32.14444,2013-06-06,23198652,103.0,The Way Way Back,7.1,688,"['Comedy', 'Drama']"
3500000,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10749, 'name': 'Romance'}]",24266,3.656491,1982-03-02,20659423,104.0,The Man from Snowy River,6.8,37,"['Family', 'Drama', 'Action', 'Western', 'Romance']"
5000000,"[{'id': 18, 'name': 'Drama'}]",2895,4.227807,1997-10-09,0,134.0,The Apostle,6.1,38,['Drama']
0,"[{'id': 18, 'name': 'Drama'}]",15660,3.102862,1981-09-18,0,129.0,Mommie Dearest,6.5,54,['Drama']
5000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",323677,22.9951,2016-02-19,24804129,134.0,Race,7.1,478,"['Action', 'Drama']"
0,"[{'id': 18, 'name': 'Drama'}]",19848,5.769822,1998-04-08,0,104.0,The Players Club,6.4,14,['Drama']
0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",235271,7.544515,2014-10-10,0,105.0,Addicted,5.4,63,"['Drama', 'Thriller']"
0,"[{'id': 18, 'name': 'Drama'}]",45153,1.126941,1997-09-07,0,109.0,Eve's Bayou,6.1,27,['Drama']
5000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",24973,4.079111,1954-08-25,15000000,139.0,The Egyptian,6.0,11,"['History', 'Drama']"
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1391,16.890285,2001-06-08,33616692,106.0,Y Tu Mamá También,7.3,315,"['Drama', 'Romance']"
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",26748,5.960149,1996-06-21,13269963,135.0,Lone Star,6.9,77,"['Drama', 'Mystery', 'Romance']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13776,5.87193,1982-04-02,0,110.0,Diner,6.9,83,"['Comedy', 'Drama']"
5000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",14854,8.452666,1983-04-14,12232628,107.0,Lone Wolf McQuade,5.5,67,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']"
5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13090,19.336367,2008-01-18,16174377,102.0,Sunshine Cleaning,6.5,255,"['Comedy', 'Drama']"
5000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",192141,38.006982,2015-08-26,54418872,103.0,No Escape,6.7,777,"['Action', 'Thriller']"
0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",16441,6.377523,1982-08-20,14056528,118.0,The Beastmaster,6.0,97,"['Action', 'Fantasy']"
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",29996,0.835617,1959-12-25,12200000,139.0,Solomon and Sheba,5.4,8,"['Drama', 'History', 'Romance', 'War']"
0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10786,3.199904,1976-03-11,0,106.0,Robin and Marian,6.6,50,"['Action', 'Adventure', 'Drama', 'Romance']"
5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 53, 'name': 'Thriller'}]",17339,5.348446,1978-11-01,7230000,118.0,Force 10 from Navarone,6.4,91,"['Action', 'Adventure', 'War', 'Thriller']"
5000000,"[{'id': 37, 'name': 'Western'}]",335,49.333137,1968-12-21,5321508,175.0,Once Upon a Time in the West,8.1,1128,['Western']
5000000,"[{'id': 18, 'name': 'Drama'}]",10217,7.673124,1997-05-14,3263585,112.0,The Sweet Hereafter,6.8,103,['Drama']
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",46332,4.992475,2010-05-18,41424067,120.0,Of Gods and Men,6.5,91,"['Drama', 'History']"
5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13996,6.174435,2008-08-06,4040588,110.0,Bottle Shock,6.6,60,"['Comedy', 'Drama']"
5000000,"[{'id': 18, 'name': 'Drama'}]",343795,3.943706,2015-09-11,4842699,121.0,90 Minutes in Heaven,5.4,40,['Drama']
5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",16148,2.732031,1998-01-30,1980338,116.0,Zero Effect,6.0,55,"['Comedy', 'Crime', 'Mystery', 'Thriller']"
5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",4553,35.252056,2004-02-09,8203235,101.0,The Machinist,7.3,1247,"['Thriller', 'Drama']"
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",36351,6.063868,1992-08-21,0,103.0,Light Sleeper,5.7,15,"['Drama', 'Crime']"
5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",245916,21.343093,2014-10-09,2450846,112.0,Kill the Messenger,6.6,355,"['Thriller', 'Crime', 'Drama', 'Mystery']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}]",38428,0.080704,2007-08-03,0,136.0,"Gandhi, My Father",6.0,2,"['Drama', 'Foreign', 'History']"
0,"[{'id': 99, 'name': 'Documentary'}]",8847,0.888986,2008-02-12,0,117.0,Standard Operating Procedure,6.6,14,['Documentary']
0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",56930,0.042442,1947-12-27,0,128.0,Tycoon,6.6,4,"['Action', 'Drama', 'Romance']"
5000000,"[{'id': 53, 'name': 'Thriller'}]",77495,9.136965,2011-10-14,0,107.0,Sleep Tight,7.0,202,['Thriller']
5000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",244403,10.619574,2014-10-17,0,105.0,Rudderless,7.4,105,"['Music', 'Drama', 'Comedy']"
0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",299552,1.136568,2013-12-05,0,109.0,Born Of War,4.1,7,"['Action', 'Thriller', 'War']"
5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",11935,11.095219,1977-12-10,0,123.0,Capricorn One,6.4,131,"['Drama', 'Action', 'Thriller', 'Science Fiction']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",12555,2.387463,2006-12-19,0,120.0,I Served the King of England,7.0,22,"['Comedy', 'Drama']"
1000000,"[{'id': 18, 'name': 'Drama'}]",12498,14.805264,1996-08-30,24475416,135.0,Sling Blade,7.4,231,['Drama']
4798235,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",77949,25.30216,2011-08-17,209696,107.0,The Awakening,6.3,458,"['Horror', 'Thriller']"
5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",64720,19.807295,2011-11-25,3099314,120.0,Take Shelter,7.1,471,"['Thriller', 'Drama']"
0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",49365,1.435742,1988-04-22,0,112.0,Lady in White,6.3,25,"['Horror', 'Thriller']"
4700000,"[{'id': 27, 'name': 'Horror'}]",16337,9.617777,1986-08-22,8025872,101.0,The Texas Chainsaw Massacre 2,5.9,139,['Horror']
4638783,"[{'id': 37, 'name': 'Western'}]",11577,4.495256,1973-05-23,11000000,106.0,Pat Garrett & Billy the Kid,7.2,65,['Western']
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",8981,3.11319,2004-05-18,0,105.0,Dear Frankie,7.0,46,"['Drama', 'Family']"
0,"[{'id': 18, 'name': 'Drama'}]",10844,0.706355,2006-10-12,0,103.0,Out of the Blue,5.9,18,['Drama']
4500000,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5689,22.585384,1980-07-05,58853106,104.0,The Blue Lagoon,5.8,408,"['Romance', 'Adventure', 'Drama']"
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",712,29.834065,1994-03-09,254700832,117.0,Four Weddings and a Funeral,6.6,632,"['Comedy', 'Drama', 'Romance']"
4500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",10339,5.224593,1956-06-27,10400000,116.0,Moby Dick,6.9,89,"['Adventure', 'Drama']"
15000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1429,30.196039,2002-12-16,13060843,135.0,25th Hour,7.2,629,"['Crime', 'Drama']"
4500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",9303,15.359952,1996-09-13,7011317,108.0,Bound,6.9,198,"['Crime', 'Drama', 'Romance', 'Thriller']"
4500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",641,11.573034,2000-10-27,7390108,102.0,Requiem for a Dream,7.9,2443,"['Crime', 'Drama']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",65749,0.425551,1998-02-12,0,115.0,Tango,6.8,6,"['Drama', 'Foreign', 'Romance']"
4500000,"[{'id': 18, 'name': 'Drama'}]",6106,3.819796,1986-04-23,0,123.0,Salvador,7.0,71,['Drama']
6000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",141,61.210016,2001-01-18,1270522,113.0,Donnie Darko,7.7,3452,"['Fantasy', 'Drama', 'Mystery']"
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",66607,0.177356,2011-03-18,0,105.0,Saving Private Perez,6.1,18,"['Action', 'Comedy', 'Foreign']"
4500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}]",17139,0.011697,1997-04-17,0,122.0,Character,7.7,25,"['Drama', 'Foreign', 'History']"
2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",12079,6.249262,2002-06-01,0,101.0,Spun,6.6,132,"['Comedy', 'Crime', 'Drama']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4550,17.074843,2005-07-29,23803308,115.0,Sympathy for Lady Vengeance,7.4,356,"['Drama', 'Thriller']"
0,"[{'id': 18, 'name': 'Drama'}]",62116,0.774442,2010-06-09,0,120.0,Mozart's Sister,6.2,13,['Drama']
4500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",13807,8.48639,2006-09-06,0,110.0,Exiled,7.0,46,"['Action', 'Crime', 'Thriller']"
0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",12093,7.759215,2002-08-23,0,109.0,Lilya 4-ever,7.7,139,"['Crime', 'Drama']"
4500000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",36419,14.570359,2010-04-09,3606395,104.0,After.Life,5.4,251,"['Drama', 'Horror', 'Mystery', 'Thriller']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",281730,0.371337,2014-06-13,0,134.0,Fugly,5.3,2,"['Comedy', 'Drama', 'Thriller']"
3000000,"[{'id': 18, 'name': 'Drama'}]",510,127.525581,1975-11-18,108981275,133.0,One Flew Over the Cuckoo's Nest,8.2,2919,['Drama']
4500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",375290,2.551559,2016-01-22,32000000,126.0,Airlift,7.3,57,"['Thriller', 'Action', 'Drama', 'History']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",17663,8.772574,1985-12-01,0,199.0,Anne of Green Gables,8.2,68,"['Drama', 'Family']"
0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",270938,6.988357,2014-09-05,0,103.0,Falcon Rising,5.5,71,"['Adventure', 'Action']"
3730500,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",116613,6.938854,2012-09-11,6294161,112.0,The Sweeney,5.7,109,"['Action', 'Drama', 'Crime']"
0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",29920,7.217328,2010-01-15,0,124.0,Easy Money,6.5,63,"['Drama', 'Thriller', 'Crime']"
8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1088,12.439495,2003-01-30,41400000,101.0,Whale Rider,7.1,111,"['Drama', 'Family']"
3250000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",26379,2.126139,2009-12-04,0,133.0,Paa,6.6,19,"['Drama', 'Family', 'Foreign']"
0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",34069,10.142218,2009-09-24,0,120.0,Cargo,5.9,140,"['Thriller', 'Mystery', 'Science Fiction']"
4200000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3040,12.540624,2004-06-27,32000000,114.0,Night Watch,6.3,210,"['Fantasy', 'Action', 'Thriller']"
3705538,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11386,8.839651,1992-09-02,62548947,112.0,The Crying Game,6.9,176,"['Romance', 'Crime', 'Drama', 'Thriller']"
4000000,"[{'id': 18, 'name': 'Drama'}]",153,45.66662,2003-08-31,119723856,102.0,Lost in Translation,7.3,1895,['Drama']
4000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",27191,8.988455,1952-01-10,36000000,152.0,The Greatest Show on Earth,6.6,50,"['Action', 'Drama', 'Romance']"
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1365,14.042041,2001-11-11,44909486,111.0,Monster's Ball,6.5,250,"['Drama', 'Romance']"
3600000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",451,22.030517,1995-10-27,49800000,112.0,Leaving Las Vegas,7.1,360,"['Drama', 'Romance']"
4000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",987,4.117968,1974-12-01,0,105.0,The Front Page,6.9,68,"['Romance', 'Drama', 'Comedy']"
4000000,"[{'id': 18, 'name': 'Drama'}]",40494,1.379354,1956-05-30,14400000,105.0,Trapeze,6.4,22,['Drama']
3500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",39781,15.338211,2010-07-09,34705850,106.0,The Kids Are All Right,6.5,506,"['Comedy', 'Drama']"
4000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",5925,35.061467,1963-06-20,11744471,172.0,The Great Escape,7.8,717,"['Adventure', 'Drama', 'History', 'Thriller', 'War']"
0,"[{'id': 99, 'name': 'Documentary'}]",8357,7.288352,2004-04-23,10000000,109.0,What the #$*! Do We (K)now!?,5.8,34,['Documentary']
4000000,"[{'id': 18, 'name': 'Drama'}]",85350,43.40352,2014-06-05,44349000,164.0,Boyhood,7.5,1971,['Drama']
32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10744,9.976428,2003-01-17,0,101.0,The Cooler,6.7,89,"['Drama', 'Romance']"
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",11536,2.930058,1961-01-01,8200000,124.0,The Misfits,6.8,72,"['Drama', 'Action', 'Romance']"
0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6537,29.071955,2007-08-27,44000000,105.0,The Orphanage,7.1,633,"['Horror', 'Drama', 'Thriller']"
4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1809,11.387335,2002-10-11,0,110.0,The Rules of Attraction,6.3,168,"['Comedy', 'Drama', 'Romance']"
4000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2370,5.975604,1969-12-18,6000000,143.0,Topaz,6.1,77,"['Action', 'Drama', 'Mystery', 'Thriller']"
4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11013,19.107285,2002-01-11,9304609,104.0,Secretary,6.7,376,"['Comedy', 'Drama', 'Romance']"
4000000,"[{'id': 18, 'name': 'Drama'}]",10132,4.541908,1988-12-21,3468572,110.0,Talk Radio,6.7,46,['Drama']
4000000,"[{'id': 14, 'name': 'Fantasy'}]",14517,7.758188,2005-01-25,866999,101.0,Mirrormask,6.6,102,['Fantasy']
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",89708,12.781973,2011-09-16,0,102.0,Samsara,8.0,167,"['Drama', 'Documentary']"
0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",309503,8.516229,2015-08-28,0,103.0,Zipper,5.5,58,"['Thriller', 'Drama']"
4000000,"[{'id': 18, 'name': 'Drama'}]",15059,2.866934,1999-04-29,0,106.0,The Loss of Sexual Innocence,5.2,9,['Drama']
0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",103328,9.140936,2012-07-02,641100,115.0,Holy Motors,6.9,228,"['Drama', 'Fantasy']"
4000000,"[{'id': 18, 'name': 'Drama'}]",157847,22.987897,2014-04-11,2365467,118.0,Joe,6.5,338,['Drama']
3000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",25719,1.204941,1997-08-22,302204,109.0,Shooting Fish,7.0,23,"['Crime', 'Comedy', 'Romance']"
1300000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",48309,7.605291,1988-03-04,354704,102.0,Prison,6.7,27,"['Crime', 'Drama', 'Horror', 'Thriller']"
4000000,"[{'id': 18, 'name': 'Drama'}]",242575,1.771584,2013-10-18,0,119.0,"Guten Tag, Ramón",8.1,18,['Drama']
9500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",44945,21.230737,2010-09-10,120000,104.0,Trust,6.6,307,"['Crime', 'Drama', 'Thriller']"
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",29122,0.068246,2000-12-22,0,103.0,An Everlasting Piece,6.0,1,"['Comedy', 'Crime']"
4000000,"[{'id': 18, 'name': 'Drama'}]",54580,3.663108,2002-09-27,146402,113.0,Mondays in the Sun,7.1,36,['Drama']
0,"[{'id': 18, 'name': 'Drama'}]",227975,2.611364,2014-05-01,0,106.0,Futuro Beach,6.4,31,['Drama']
4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",60422,3.238466,2011-11-18,355688,119.0,Another Happy Day,6.2,37,"['Comedy', 'Drama']"
0,"[{'id': 18, 'name': 'Drama'}]",225235,1.876621,2013-07-26,4037782,120.0,The Geographer Drank His Globe Away,7.3,23,['Drama']
0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",14902,1.807571,1972-11-09,0,142.0,1776,7.1,20,"['Drama', 'Comedy', 'History', 'Music']"
3950000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",22301,8.484123,1930-11-15,8000000,127.0,Hell's Angels,6.1,19,"['Action', 'Drama', 'History']"
